id,tweet_id,text,historical_reply,intent,resolution,escalate,label_notes
152,195929,"@AppleSupport I don’t want to go to settings to turn off WiFi, I want to reliably be able to turn it off by clicking the button as before. Fix it.","@162089 To help our engineers gather information, please feel free to leave us feedback here: https://t.co/eTPVYVFyd8",device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
153,208290,"@AppleSupport Oh, we didn’t get notified of that update but I went in and found it. I’ll see if that helps. Thanks!",@165262 You're most welcome. Please keep us posted.,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
154,14837,@AppleSupport Help! My computer has been like this since yesterday &amp; I need it. I don’t know what to do. https://t.co/zq8C4Vt7Fn,"@119210 Use the link below to send us a Direct Message. We’ll meet you there, and we can work towards a resolution together. https://t.co/GDrqU22YpT",device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
155,34664,@AppleSupport Hi Apple Support. Have updated to the latest iOS but no luck with battery :(,@123517 DM the country or region where you are currently located to continue. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
156,151464,@AppleSupport airplay will not connect my iPhone 6 to my @8595 avr x2400h. it worked fine before iOS 11. factory reset both phone and avr.  latest updates installed on all devices . still wont worked. my HP laptop with iTunes airplay working 100% to same avr. please help,"@150589 Thanks for reaching out.  We want to help.  What is the exact version number on this iPhone 6? Go to Settings &gt; General &gt; About to get that information.  Also, does your iPhone 6 connect to any other device?",device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
157,94805,fix this bc APPLE MUSIC IS $10 NOT $15 @115948 @AppleSupport https://t.co/oRUzVAa7qd,@136596  We want to make sure your billing questions are addressed quickly. You can reach out to our iTunes Support team directly at https://t.co/SDIe7UiyJN. They'll be happy to look into this with you.,refund_or_charge,Direct the customer to the official Apple Support contact channel for case-specific assistance.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
158,98831,@AppleSupport It is updated that’s the worst part!,"@137631 If the iPhone is still restarting on you, send us a DM and let us know. Include the country you're in. https://t.co/GDrqU22YpT",device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
159,98871,"After putting it off for so long and ignoring it I got forced into updating my phone to the newest iOS, and what happens immediately after? My phone screen was unresponsive to touch or restart commands. @115858 ya’ll shady. Updates should improve not make things worse. #greedy",@137644 Hey there. Let's talk and work together to get your iPhone responding as expected. Please tap here to meet us in a DM and we'll get started: https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
160,126379,"@AppleSupport I updated to 11.1.2 and i still see the letter ""I"" glitch","@144365 Are you seeing that in items that you post or create, or those posted and created by others? We'd like to help you with this.",device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
161,92529,"@AppleSupport this is what the new iOS 11 update does. You’ve ruined my phone with the new update. 
I am certain I am not the only one who feels this way. https://t.co/bKStjof2Uw",@136035 We'd be happy to look into this with you more in detail.  Let us know in DM the issue's you're experiencing and the iOS device you're using and we'll continue from there. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
162,61068,@AppleSupport Have to assume this is a bug in the latest iOS update. The letter “I” keeps replacing to A [?]. Is there a fix coming? https://t.co/3hPW4dfgBZ,@129978 DM us using the link below. We'll look into this with you from there. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
163,81825,@AppleSupport I am beginning to believe the rumor that the latest iPhone upgrade is faulty in part to force us to buy new phones...I’m on a fixed income now my phone should not be worn out...it’s certainly no fun to use now it’s so slow.. iPhoto slow and the phone drops calls..,@134124 We want to help. Which iOS version is your device currently running?,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
164,155959,"@115858 Allez vous faire enculer avec vos mise à jours de merde la, plus y’a de maj plus le téléphone bug ptn",@151803 We offer support via Twitter in English. Contact an Advisor for help in your preferred language here: https://t.co/IBIY3vMgPj,praise_or_other,Direct the customer to the official Apple Support contact channel for case-specific assistance.,true,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
165,123704,@AppleSupport The cable that came with my iPhone is damaged so I had to buy one at a store. It happens on my iPhone 6s,@143658 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
166,49195,Lol @115858 can you please fix this bug or whatever that is impacting our phones. Sincerely @126992 and I️,@126993 We'd like to look into what''s happening with your text. Please send us a DM with which version of iOS you're updated to. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
167,193585,"@AppleSupport @161514 Updated to 11.0.2, screen keeps freezing &amp; turning black",@161515 Let's have a look at this together. Please DM us. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
168,12000,what’s up with the letter “i” man? pls fix. i’m annoyed. @115858 @AppleSupport,@118360 You've come to the right place. May we ask when you started to notice the situation?,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
169,33349,@115858 appstore giving me grief AGAIN trying to update xcode been at '0 bytes of 5G - less than a minute' for hours now.,@123373 We understand wanting to get this resolved. Get in touch with our Developer support here: https://t.co/MN29maiV1D,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
170,29555,@AppleSupport And this is my textbook and one on top is Airbnb https://t.co/Uxd9ZGKAG7,"@122491 Thank you for showing us those screenshots. Which version of iOS 11 do you have on your iPhone right now? You can check at: Settings &gt; General &gt; About

Does the logo return to normal after the app loads? Does this happen with all apps?",device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
171,51699,"@115858 Here's a thought: new phone numbers in iOS default to ""home fax."" Maybe that's something you could fix please, or is an inside joke?",@127614 Let's take a closer look together. What's your model and exact OS version number? Any steps tried so far?,device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
172,90868,@AppleSupport OK. So why whenever I close my Macbook or let my screen sleep I have to power it off and on to make it work? Shouldn't have upgraded.,"@135688 We would like to try a couple of different troubleshooting steps regarding your Mac. There’s a few settings that we can help reset that may clear up your issue.

First would be an SMC reset: https://t.co/FYojVXHuwn

Second would be a NVRAM reset: https://t.co/sf0JEbUJVS",device_or_software,"Ask for the device model, software version, and issue details so Apple Support can troubleshoot.",false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
173,50592,I find it a little weird how @115858 created glitches in our phones in order to get us to buy a new phone. I’m not buying nothing but you WILL fix my phone.,"@127349 We're here to help. Let us know via DM what is going on, in as much detail as possible, then we'll help out from there. https://t.co/GDrqU22YpT",delivery_or_order,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
174,33323,@115858 Fail on your website from an iPhone/Safari - tap the special opening hours link and nothing happens https://t.co/rOOUxIwWgF,@123364 We appreciate the information! We definitely want to help you with this. Please send us a DM. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
175,17307,"in a matter of 4 hours i had to make 3 hard resets on my phone, i just made 2 hard resets on this phone’s life before iOS 11. fix this @115858 @AppleSupport",@119816 Certainly not what we want you to experience. We'd love to look into this with you and help resolve ensure your iPhone is working 100% as expected. Please DM us and let us know which iPhone and the exact version of iOS you're using. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
176,145274,"Hi @AppleSupport, i am having battery drain issues on my iphone 7 plus. Do you aware of this problem? Problem came with 11.1.2. https://t.co/8WMm9dJTbr",@148929 HI there! We can definitely look into this with you. Send us a DM and we'll investigate this further. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
177,84267,@AppleSupport It was working fine on IOS 10 but once I upgraded to IOS 11 problem started.its iPhone 6 plus.please give me solution as I am not able to use my device touch is unresponsive,@134541 Thanks for clarifying. Let's move into DM so we can look at our options. Use the button below to get started. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
178,105369,@AppleSupport Ok thanks - yes I have that - I hadn’t opened it but I’ll follow along and get back to you.,"@139271 Excellent, thank you for confirming. Let us know the results or if you run into any issues, DM us using the link below and we'll continue. https://t.co/GDrqU22YpT",device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
179,188618,@AppleSupport Yes! Its working on external display https://t.co/rDG84Hg3Qc,@160271 Thanks! Let's discuss this further in DM. https://t.co/GDrqU22YpT,device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
180,58182,Yo @AppleSupport I️ I️ I️ I️ I️ I️ I️ I️,"@129211 We're here to help. Send us a DM with your iOS version, and we'll continue there. https://t.co/GDrqU22YpT",device_or_software,Ask the customer to contact Apple Support by DM with the relevant details so the case can be investigated privately.,false,AI-assisted initial label from customer text and linked AppleSupport reply; human audit required before submission.
